barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
Marcelo Green Village,,PH1307604009,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,3.071352082,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Marcelo Green Village,Other,TRUE,TRUE,FALSE,
Merville,,PH1307604010,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,2.50143914,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Merville,Other,TRUE,TRUE,FALSE,
Moonwalk,,PH1307604011,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,3.995581861,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Moonwalk,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
San Antonio,,PH1307604012,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,2.905832776,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Antonio,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Isidro,,PH1307604013,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,3.642760219,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Isidro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Martin de Porres,,PH1307604014,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.598193521,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Martin de Porres,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Sun Valley,,PH1307604015,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,2.308463228,,Geographic,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Sun Valley,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Vitalez,,PH1307604016,City of Parañaque,PH1307604,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.208114512,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Vitalez,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Barangay 1,,PH1307605001,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02531492614,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 1,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 2,,PH1307605002,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02769548656,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 2,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 3,,PH1307605003,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02018983663,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 3,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 4,,PH1307605004,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03083035874,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 4,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 5,,PH1307605005,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01414285855,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 5,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 6,,PH1307605006,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01572280036,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 6,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 7,,PH1307605007,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02678466382,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 7,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 8,,PH1307605008,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0218540161,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 8,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 9,,PH1307605009,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01749610039,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 9,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 10,,PH1307605010,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02866499928,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 10,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 11,,PH1307605011,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02047259031,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 11,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 12,,PH1307605012,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02031329646,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 12,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 13,,PH1307605013,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1506908367,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 13,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 14,,PH1307605014,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02655466306,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 14,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 15,,PH1307605015,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02385768575,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 15,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 16,,PH1307605016,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01533129868,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 16,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 17,,PH1307605017,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01203950133,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 17,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 18,,PH1307605018,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0348068202,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 18,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 19,,PH1307605019,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01069263243,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 19,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 20,,PH1307605020,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03267452557,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 20,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 21,,PH1307605021,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01754773877,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 21,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 22,,PH1307605022,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0110503123,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 22,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 23,,PH1307605023,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04636535324,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 23,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 24,,PH1307605024,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02105360086,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 24,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 25,,PH1307605025,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02736182651,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 25,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 26,,PH1307605026,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01960682197,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 26,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 27,,PH1307605027,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01943189032,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 27,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 28,,PH1307605028,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03080630126,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 28,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 29,,PH1307605029,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0246490084,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 29,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 30,,PH1307605030,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01283818143,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 30,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 31,,PH1307605031,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03008374035,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 31,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 32,,PH1307605032,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03079948411,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 32,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 33,,PH1307605033,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06873702759,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 33,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 34,,PH1307605034,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03009663947,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 34,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 35,,PH1307605035,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03504643466,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 35,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 36,,PH1307605036,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03452716092,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 36,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 37,,PH1307605037,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04986961182,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 37,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 38,,PH1307605038,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08342162046,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 38,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 39,,PH1307605039,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06044803353,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 39,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 40,,PH1307605040,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05546706926,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 40,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 41,,PH1307605041,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03806762331,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 41,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 42,,PH1307605042,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02788226107,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 42,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 43,,PH1307605043,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01667031834,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 43,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 44,,PH1307605044,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05657651419,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 44,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 45,,PH1307605045,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03057288041,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 45,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 46,,PH1307605046,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03811270934,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 46,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 47,,PH1307605047,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05330779654,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 47,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 48,,PH1307605048,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01929784577,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 48,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 49,,PH1307605049,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03618606397,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 49,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 50,,PH1307605050,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.00634923555,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 50,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 51,,PH1307605051,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02405389728,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 51,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 52,,PH1307605052,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02858494103,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 52,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 53,,PH1307605053,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01312159709,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 53,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 54,,PH1307605054,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009335171921,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 54,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 55,,PH1307605055,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02073450862,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 55,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 56,,PH1307605056,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0111431786,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 56,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 57,,PH1307605057,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02120606931,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 57,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 58,,PH1307605058,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03782800322,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 58,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 59,,PH1307605059,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04435640655,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 59,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 60,,PH1307605060,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03610558803,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 60,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 61,,PH1307605061,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02094714792,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 61,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 62,,PH1307605062,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01089625702,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 62,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 63,,PH1307605063,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.008623020472,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 63,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 64,,PH1307605064,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01211827652,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 64,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 65,,PH1307605065,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02966187469,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 65,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 66,,PH1307605066,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02750283746,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 66,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 67,,PH1307605067,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02555585209,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 67,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 68,,PH1307605068,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01544669707,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 68,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 69,,PH1307605069,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01281951303,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 69,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 70,,PH1307605070,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06571121624,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 70,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 71,,PH1307605071,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01277993792,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 71,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 72,,PH1307605072,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01943458129,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 72,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
Barangay 73,,PH1307605073,Pasay City,PH1307605,Metropolitan Manila Fourth District,PH13076,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06490198171,Duplicate,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 73,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,TRUE,TRUE,
