barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes,factchecked_category
Barangay 589,,PH1303901589,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03282967583,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 589,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 590,,PH1303901590,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03619496939,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 590,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 591,,PH1303901591,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06667111569,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 591,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 592,,PH1303901592,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03228074428,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 592,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 593,,PH1303901593,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04383315379,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 593,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 594,,PH1303901594,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03035342446,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 594,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 595,,PH1303901595,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04867118975,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 595,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 596,,PH1303901596,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02225669722,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 596,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 597,,PH1303901597,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0304251506,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 597,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 598,,PH1303901598,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07679388948,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 598,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 599,,PH1303901599,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03595718936,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 599,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 600,,PH1303901600,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06366911494,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 600,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 601,,PH1303901601,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.11628338,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 601,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 602,,PH1303901602,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1352639549,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 602,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 603,,PH1303901603,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04758963117,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 603,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 604,,PH1303901604,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01999581814,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 604,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 605,,PH1303901605,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03844848099,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 605,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 606,,PH1303901606,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03071804412,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 606,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 607,,PH1303901607,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04698849009,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 607,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 608,,PH1303901608,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0257935027,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 608,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 609,,PH1303901609,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02866657166,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 609,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 610,,PH1303901610,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02922252442,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 610,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 611,,PH1303901611,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03176303997,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 611,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 612,,PH1303901612,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02190824745,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 612,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 613,,PH1303901613,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02611646927,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 613,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 614,,PH1303901614,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0165389175,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 614,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 615,,PH1303901615,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02034054395,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 615,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 616,,PH1303901616,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03139171674,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 616,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 617,,PH1303901617,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03125495796,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 617,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 618,,PH1303901618,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04016199703,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 618,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 619,,PH1303901619,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2009652991,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 619,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 620,,PH1303901620,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02243593219,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 620,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 621,,PH1303901621,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07930644466,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 621,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 622,,PH1303901622,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02480546446,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 622,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 623,,PH1303901623,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02528786546,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 623,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 624,,PH1303901624,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0242137574,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 624,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 625,,PH1303901625,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03205911706,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 625,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 626,,PH1303901626,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0328208377,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 626,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 627,,PH1303901627,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04026925763,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 627,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 628,,PH1303901628,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1839016734,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 628,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 629,,PH1303901629,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03936967652,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 629,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 630,,PH1303901630,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2550895156,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 630,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 631,,PH1303901631,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04889962025,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 631,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 632,,PH1303901632,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01466867325,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 632,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 633,,PH1303901633,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0155352949,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 633,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 634,,PH1303901634,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05924356256,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 634,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 635,,PH1303901635,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05316714001,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 635,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 636,,PH1303901636,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08512212206,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 636,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 637,,PH1303901637,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03123804285,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 637,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 638,,PH1303901638,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1253619618,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 638,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 639,,PH1303901639,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03027349812,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 639,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 640,,PH1303901640,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1055184402,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 640,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 641,,PH1303901641,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08798516331,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 641,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 642,,PH1303901642,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05601513202,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 642,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 643,,PH1303901643,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.131878197,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 643,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 644,,PH1303901644,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02499926465,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 644,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 645,,PH1303901645,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08413293387,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 645,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 646,,PH1303901646,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06953371363,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 646,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 647,,PH1303901647,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1157118253,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 647,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 648,,PH1303901648,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04225707345,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 648,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 659,,PH1303901659,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.140316206,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 659,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 659-A,,PH1303901959,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.3552525069,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 659-A,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 660,,PH1303901660,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05628450803,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 660,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 660-A,,PH1303901960,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1159179838,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 660-A,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 661,,PH1303901661,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1222143598,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 661,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 666,,PH1303901666,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.6909929951,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 666,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 667,,PH1303901667,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1990885667,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 667,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 668,,PH1303901668,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1559063264,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 668,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 669,,PH1303901669,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2454740992,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 669,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 670,,PH1303901670,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1419008691,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 670,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 663,,PH1303901663,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05172962308,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 663,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 663-A,,PH1303901963,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07525341792,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 663-A,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 664,,PH1303901664,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1428843663,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 664,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 654,,PH1303901654,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08677709614,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 654,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 655,,PH1303901655,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2001343932,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 655,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 656,,PH1303901656,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.3209957573,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 656,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 657,,PH1303901657,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.3264372495,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 657,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 658,,PH1303901658,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2482091121,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 658,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 689,,PH1303901689,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02461674732,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 689,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 690,,PH1303901690,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01287732276,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 690,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 691,,PH1303901691,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01466623833,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 691,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 692,,PH1303901692,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03993335917,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 692,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 693,,PH1303901693,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02784129192,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 693,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 694,,PH1303901694,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07146182067,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 694,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
Barangay 695,,PH1303901695,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04763462411,,Administrative,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay 695,"Administrative Boundaries - barangay, district, zone except Poblacion",True,True,True,,Administrative Boundaries
